,0,1
3553,35520,"@ratna_nadhifah Yah neng udah balik naik MRT wkwk, lupa td 😂😅"
3554,35530,"ngeliat rute kantor sekarang. naik motor salah. naik mrt salah. 
memang kudu jalan. hmmmmmph"
3555,35540,@GYURIxDUL naik mrt nya sama gue
3556,35550,Well 1st time naik mrt. Sayang bawak 😂😂 besttttt!
3557,35560,Nasib tak beli bedsheet &amp; curtain. Kalau tak lagi gigih bawak naik mrt
3558,35570,"@yraydhitya Itu ke arah stasiun apa? Pasar senen? Jam keberangkatan ke semarang jam 23:00, masih sempet kah kalo MRT?"
3559,35580,"@hildemoorhof kota tua, musem bahari, monas, museum gajah, cobain mrt, ragunan, dll"
3560,35590,@ivanarisetya Stasiun MRT Senayan ke stasiun MRT Bunderan HI terus lanjut naik ojek atau naik Transjakarta.
3561,35600,"Latepost HAHAHAHA
Kali kedua InIIC,
Kali kedua ke Malaysia tanpa ortu / pendamping alias ngebolang wkwkwk
Kali kedua juga melakukan kebodohan pas naik MRT malah menjatuhkan koin yang… https://t.co/g8B8jIppX4"
3562,35610,@zhrfan @nnabilaris subuh MRT orang panggil
3563,35620,Naek MRT lagi ..
3564,35630,@__moonlighttt__ keduluan jahra deh. w aja belum sempet naik mrt wkwkwk
3565,35640,"RT @Iamhudhud: Saja ja test timelapse tadi kat mrt..
Xperasan plak waktu amik video ni, bila cek balik baru perasan 😱😱 https://t.co/DdnURtW…"
3566,35650,@eneuawc mrt kl sentral ke?
3567,35660,"@aqilaasyaa 2 orang,,  1. Yang suka bikin story tik tok teros 
                        2. ""       ""         ""        ""       banyak sampe kek rel MRT"
3568,35670,"Tapi masih disayangkan waktu nunggunya masih berantakan dan lama.

Makanya, salut banget buat pencapaian MRT yg luar biasa tepat waktu 👌"
3569,35680,"Warung Pecel Boma Fatmawati

Deket Stasiun MRT Haji Nawi, sebelah kiri Warung Upnormal. 

Cussss merapat https://t.co/LeKNontBAI"
3570,35690,"dari siang berkegiatan cm kluar 30rb buat gojek sm mrt. main basket gratis makan gratis, boleh request kehidupan kek gini tiap hari ga si?"
3571,35700,Gigihlah beli frames kat Kaison and bawak balik naik mrt
3572,35710,"Ibarat numpak MRT, kudu sabar gawe nunggu kebuka pintu keretane. https://t.co/xaSNPWJg0p"
3573,35720,"lanjut jalan kaki dari sabang sampai stasiun MRT bundaran HI ke cipete ambil mobil. pergi ke tempat ngopi lowkey &amp; ke art gallery. indie. sederhana, tapi dimaknai."
3574,35730,"definisi lagu pada hari minggu naik delman ke kota. start MRT dari cipete, turun di bundaran HI, keluar stasiun MRT naik delman menyusuri jl. sudirman, ke kota. jalan kaki di pinggir toko-toko tua, makan, ngobrol, foto-foto, tertawa ria."
3575,35740,"@askmenfess Gua pake emoney simply karena atm gua mandiri, bisa top up di atm nominal berapapun dan gak ada potongan. Bisa dipake buat mrt, transjakarta, etoll sama krl. Buat jajan di indomaret juga bisa tapi jarang"
3576,35750,"Hi @IKEA_Ind , kami berharap anda menyediakan shuttle bus dari stasiun lebak bulus mrt. Terimakasih"
3577,35760,@Asghara_ss mrt apaan mas?:(
3578,35770,"Sebab sen tak ramai, pekena kopi O aje lah yang mampu. @ Khatib MRT Station https://t.co/JuUTDcEXlu"
3579,35780,Mrt lebak bulus dinilai bersejarah pasca pilpres bagi Jokowi dan Prabowo untuk persatuan Indonesia https://t.co/aFGr2Vktws
3580,35790,Mrt lebak bulus dinilai bersejarah pasca pilpres bagi Jokowi dan Prabowo untuk persatuan Indonesia https://t.co/mhZwyD00Xt
3581,35800,"Google Pixel 2 128gb 
Colour: clearly white
RM1250
Warranty: Seminggu
Cod percuma: Bangi Gateway
Cod berbayar: RM29 stesen ktm/lrt/mrt
Pos J&amp;T: RM10 Semenanjung &amp; RM20 S/S https://t.co/9aGZSu0t1w"
3582,35810,RT @nrfzzhh: @Detox_Glow @IsskndarAriffin @ddalilysafira NAHHHH!!! jangan cedih cedih tengok kaki kat tingkap pintu mrt dah
3583,35820,"Halo temen2 aku mau kasih info nih buat kalian yg lagi cari kos daerah jaksel, lokasi nya strategis bngt, deket banget ke MRT, blok M, kemang, fasilitas nya lengkap yah. Dari mulai tempat tidur, lemari, meja rias, AC masih baru. 

Next. Jangan lupa bantu RT yah please 🙏 https://t.co/hFXaUW9dfM"
3584,35830,"""Lama berdiri melelahkan, rutin minun ... menyegarkan""

Tapi gadibolehin minum di mrt. Gimana ._. https://t.co/SFHpa4OKrq"
3585,35840,"RT @Sakhroni_Ahmad: Wajah Asli Demokrasi (makan siang ala Mega - Prabowo) Oleh : Abu Ghazi Di Awali dari MRT menuju ke Warung Sate, Hingga…"
3586,35850,Kampring kieu .... Ohh ini MRT 😂
3587,35860,@Detox_Glow @IsskndarAriffin @ddalilysafira NAHHHH!!! jangan cedih cedih tengok kaki kat tingkap pintu mrt dah
3588,35870,Ini mba mba mrt di taiwan kalo dibawa ke indon langsung jadi brand ambassador ajg
3589,35880,@dayatia MRT berperan?
3590,35890,"Aduh bang jangan buat lawak bang, saya penat ni bang dari tadi berdiri ni. Abang nak naik train berhenti klcc abang naik mrt lah alah saya takde mood lah macam ni abang buat lawak tiba tiba macam ni"
3591,35900,"Situ balesnya 2 abad kemudian,  lah gue udah dilama2in balesnya ternyata cuma beda 5 menit doang. Dasar pengangguran:v"
3592,35910,Weekend sangat sangat sangat tidak nyaman naik MRT
3593,35920,Tidak ada gap emangnya ini stasiun MRT harus mind your gap :(( https://t.co/2dlgA0C0Rg
3594,35930,"Entahlah, hri khamis tu teringin mcd, pergi lah beli.. tp sebab esok jumaat, aku tak berani nak try pedas, so aku beli yg normal punya je. Tp entahlah.. esok pagi tu.. pedih siak my ass 😂😂 sampai mrt pasar seni, aku singgah jamban lu. Dorg goreng pakai kuali yg sama ke??? https://t.co/Id5NZe4yak"
3595,35940,MRT @bobbyblaze744 #lifecoaching How 2 help your #teen find a #tech #careerhttps://t.co/IfLdzNIyyi
3596,35950,pantesan MRT rame kartini https://t.co/K5ZHlPNHC9
3597,35960,"Ooo ini toh, pantesan td naik MRT banyak bet emak emak pake kebaya, kriain mau kondangan atau ke gereja taunya pen joget https://t.co/H9wQAS2Zup"
3598,35970,"@doushitte Iya makanya dr jogja naik kereta ke jkt, terus di jkt naik mrt, sampe stasiun terakhir, trs pulang lagi ke jogja"
3599,35980,@Xav_alden Mrt ga nyampe jogja tapi
3600,35990,@Xav_alden Andai ada mrt jogja jkt ya bang😭
3601,36000,"@kegalauaan Hayuk laa ikut nyobain mrt, trs pulang lagi"
3602,36010,Kemana mana gampang skrg ada MRT. Skrg mau kondangan nunggu MRT 2 mnt lagi. Terima kasih Presiden Joko Widodo. https://t.co/1bnNKurVPm
3603,36020,"Pingin deh ke jakarta, nyobain mrt, terus pulang"
3604,36030,"Lanjottt. Ke-7 gue mutusin buat keliling esplanade park yang view nya keren banget.

1. Esplanade Theatre —&gt; abis turun MRT Esplanade trus lo ikutin aja jalannya, tapi coba sekalian di explore si Esplanade Theatre &amp; Art/Music area. Sumpah keren banget. Terbaik. https://t.co/0bGXP4KpOF"
3605,36040,@cadarmerah @BadjaNuswantara @LisaAmartatara3 MRT mksd lo?
3606,36050,"RT @alzwarmerapi: Bagi saya orang yang merekam video ini sungguh luar biasa, tidak panik dan tetap tenang dalam keadaan bahaya meskipun kes…"
3607,36060,"@AskRapidKL hai cik Rapid, salam hujung minggu. Bas 801 berada di mana ya. Saya di MRT Mutiara Damansara ingin menuju ke Metroprima Kepong. Terima kasih. 😅"
3608,36070,@Yassoush1 @sebtsb bah dis donc Sebastian
3609,36080,"@overthegyu sebenernya ak gatau mereka ntn ab6ix atau ga 🤔🤣 ketemu d mrt, abis itu ktm d hostel lol ga ngobrol jg"
3610,36090,Apa-apaansihhh masa di MRT Fatmawati ada Koi 😭😭😭
3611,36100,"@poppypoppey @catsedih @postitif terimakasi pakde semenjak ada mrt, blok m makin maju ekakakak"
3612,36110,@bogoshipcha Okay tunggu aku ya masih terjebak di lautan manusia mrt hshdhdsjf rame bgt
3613,36120,asik skrg underground mrt ada sinyal
3614,36130,Mrt ATM! #mrtstories https://t.co/rHcX7b3ReZ
3615,36140,@krayonpata 😤😤😤😤 mana nih yg katanya mau naik MRT
3616,36150,"RT @WhySoSensi: Hot issue pasca pemilu 2019:

🔘 ""kecurangan bagian dari demokrasi"" di sidang MK

🔘 pidato 1 menit di Osaka

🔘 pertemuan MRT…"
3617,36160,woi yang tadi main skateboard arah mrt senayan diem dong! muka kayak kriminal aja masih bisa siut siutin cewek
3618,36170,ke cfd niatnya mau ngapain eh ini malah random nyoba mrt hmm baiqlaaa https://t.co/VPgkLFA2MD
3619,36180,@velyllyly aku aja blm pernah naik mrt
3620,36190,"TFT Fasilitator Membina Rumah Tangga (MRT) 27-28 Juli 2019.. 😊🙏

#ParokiSlipi
#KerasulanKeluarga
#KeuskupanAgungJakarta @ Sanggar Prathivi Building https://t.co/566pAKhA7f"
3621,36200,"@limie_ @AemanAlBaqir Hahahahaha, tahu awal2 tak pa, jangan jadi macam aq. Tengok stesyen route KTM tp naik MRT"
3622,36210,"I'm at MRT Hua Lamphong - @bem_mrt in Pathum Wan, Bangkok https://t.co/tvxpyHehRS"
3623,36220,"Bila drive dalam keadaan perut kenyang n cuaca panas, mata pun nak tertutup rapat. Terasa macam jauh MRT Sg Buloh pergi balik."
3624,36230,alasan w bawa jaket ke Jakarta padahal naudzubillah panasnya: takut masuk angin karena ac krl/mrt/busway. Ok.
3625,36240,@CommuterLine @awkerand Sebaiknya dipasang Signage seperti MRT untuk membantu pemahaman penumpang.
3626,36250,MRT Palembang sebulan rugi 9M
3627,36260,"@TAzuanAD @mkini_bm @Zahid_Hamidi Nanti dia tukar jaket “Penjara Didepan”. Jamal pun ada tunggu kat MRT Sg Buloh.
💰💰💰💰💰💰 https://t.co/UgqoxaDxTt"
3628,36270,"RT @OZRadioJakarta: #SahabatGIIAS, sekarang pergi ke #GIIAS2019 semakin mudah dan nyaman dengan MRT!
Tinggal naik MRT ke Stasiun Lebak Bulu…"
3629,36280,@p0tat0bean Bentar lagi ada MRT sabar
3630,36290,"Abis dari PS ke Grand Lucky buat beli jus terus nyokap curhat, “Masa mama papanya *insert nama temen dia* udah naik MRT terus Mama belom.....” jadilah kita naik MRT 🙃🤔"
3631,36300,"RT @herecomestheddy: Nanti di Jakarta pen banget naik Busway atau MRT 😂😂
Bahagia emang sesederhana itu.."
3632,36310,RT @_JKT48TeamJ: Team J telah selesai menjalankan misi! 500 tiket konser sudah terlampaui. Tadi Team J naik MRT pakai seifuku Darui Kanji.…
3633,36320,RT @livealifehesaid: Hari ini jalan-jalan yuhuu~~ transjakarta dan mrt https://t.co/Kr2iaqPIGh
3634,36330,@icblues Hotel/hostel dekat tempat makan &amp; MRT.
3635,36340,"@GunRomli @aniesbaswedan Kau suruhlah jokowi dan pejabat lainnya jgn pake mobil BBM..pake mobil Listrik atau naik MRT.. trs kau sendiri pake mobil nggak ?? 
Kalo nampol Muka org tlg lihat muka sendiri.. pandai ngatain buruk org lain padahal diri sendiri bau busuk.."
3636,36350,"Cakep Budaya Indonesia 
Ibu""cantik berkata MRT &amp;Bundaran HI https://t.co/sBMUxZl9Rp"
3637,36360,"@ganjarpranowo Saya malah fokusnya, kok bisa ya  minum di MRT luar negri ya ?"
3638,36370,"@murany16_ Bagaimana ..bagaimana ini..? Pak @prabowo dan pak @jokowi..ayo bpk2 berdua rembukan,bicarakan masalah ini di MRT apa solusinya seperti bicarakan rekonsiliasi,Krakatau Steel,Garuda,Pabrik Tekstil,.Bpk2 kan merasa bahwa negeri ini hanya bergantung pada Bpk2 sekalian.Rakyat menunggu"
3639,36380,"@HaloBCA ingin dapat kartu flaz bca gimana caranya? dan dapatkah digunakan untuk mrt, comuter line, busway, ragunan zoo, dll?"
3640,36390,memutari mrt hanya untuk satu shoot itu bangsat bat dah ah https://t.co/3yje41AdZ5
3641,36400,"@haidarmumtaz1 @Irwansetiawan @hajibotol @herricahyadi Perubahan perlu waktu. Tdk perlu jg menyalahkan sana-sini.

MRT makin maju; mengadopsi masukan2 positif.

Setiap baris tempat duduk, semua yg paling ujung diperintukan bagi mereka yg paling membutuhkan; sesuai symbol gambar.

Di Jkt dlm proses @aniesbaswedan @SuaraAnies https://t.co/wX0LwGV1Xb"
3642,36410,@AemanAlBaqir Mrt dgn monorel kenai dak?
3643,36420,Balik naik mrt hahahahahahah dah lama tak naik
3644,36430,"RT @jek___: tidak perlu marah ketika kamu direndahkan, karena sesungguhnya masih banyak orang yang belum sempat merendahkanmu"
3645,36440,@velyllyly Barusan aku habis naik mrt loh 😂
3646,36450,"Daripada mati gaya di GI yakan, mending w tunggu di stasiun MRT aja. Mayan dingin dan bisa nyelonjorin kaki yg mulai mati rasa"
3647,36460,@velyllyly Lohhh aku malah yang disini belom pernah naik mrt vel:(
3648,36470,"RT @Purdy_pie: Apple Watch Series 3 42mm
Rosegold (watch &amp; charger only)
RM1300🔥🔥🔥
Warranty: Tiada
Cod percuma: Bangi Gateway
Cod berbayar:…"
3649,36480,"Monmaap mas/mbak, MRT kan cepet banget ya. Ke GI aja sekelebatan kan. Sedangkan temen2 seperjanjian saya masih ada yg di jatiwaringin dan juga di bekasi :"")"
3650,36490,Sudah me(mbiarkan)lewati 4 MRT tujuan Bundaran HI. Mas/mbak safety ambassador nya mulai terlihat bingung sebenernya gua mo kemana wkwk. Daritadi MRT bulak balik nongol kok ngga naik2
3651,36500,"My two cents: Kota Tua baru bakal bener-bener beres semua (PKL, lalu lintas, dsb.), setidaknya saat MRT di sana jadi. Kalo diberesin sekarang habisitu digali lagi, dipindah-pindah lagi sampe itu lobang menganga ditutup kembali kan rebek.

*Pemprov plays Maudy Ayunda - Untuk Apa* https://t.co/Rk5VgOxIHU"
3652,36510,Hari ini jalan-jalan yuhuu~~ transjakarta dan mrt https://t.co/Kr2iaqPIGh
3653,36520,Mal Tua yang Kembali Berjaya Setelah Dilintasi MRT https://t.co/vh0PWlgaMB
3654,36530,@Itsmenandaf Lah apa masalahnya kalo solusi baru diterapkan sekarang? Kenapa MRT juga baru dibikin sekarang?
3655,36540,LRT - Awal2 senang nginep di Lavender tapi lama2 ngerasa hmm kawasan hotelnya kok agak sulit ya kendaraannya. Habis itu lebih sering ke Chinatown yg tinggal gelundung dr stasiun banyak tempat nginep. Tapi Lavender sejak itu jadi hip ya. Kalo dekat MRT banyak tempat cakep oke juga
3656,36550,I'm at RapidKL Pavilion Kuala Lumpur-Bukit Bintang (SBK18A) MRT Station - @myrapidkl in 吉隆坡 https://t.co/BULhWHk8eb
3657,36560,sabi bet cakung mau ada mrt https://t.co/iPcrhyQIYV
3658,36570,"@edcfess Nder pke KRL, MRT, LRT, TRANSJAKARTA klo kamu kuliahnya di jakarta ya. BIAR GK NAMBAH POLUSI ANJENG"
3659,36580,@JeromePolin naik mrt jepang nyampe ke indo ga?
3660,36590,@mas__piyuuu Lrt dan mrt karya siapa yaaa hahaja
3661,36600,"@mkusumawijaya @aniesbaswedan Era pak Anies mmg banyak dilakukan integrasi antar moda angkutan. Ini sesuatu hal yg sgt penting.

Yg tinggal di Bintaro/BSD ""dijemput"" Royal Trans untuk naik MRT ke Jakarta Pusat."
3662,36610,"I'm at MRT Hua Lamphong - @bem_mrt in Pathum Wan, Bangkok https://t.co/nz2ZAJ45jx"
3663,36620,@catsedih pasti fotonya di stasiun mrt lebak bulus
3664,36630,"RT @MuhammadRezaHil: Subway kapan ada di Indonesia? MRT aja udah ada, masak Subway belum ada jg. 😜 https://t.co/UAPNh5fyn1"
3665,36640,"@ELMIELMO Jadi. Kompom. Pukul 5.30 dia gerak naik mrt ke kajang. Kalau x dtg jugak, bini ak nak mengamuk. https://t.co/IVun5QmknU"
3666,36650,"I'm at MRT Gongguan Station in Taipei, 台北市 https://t.co/ENU69MZHwB"
3667,36660,@PSSI Kasihan sama suporter yg udah dateng hadehhh ...Ada yg rumahnya jauh naik mrt panas2 an .Bahkan ada yg rela jauh2 dari Makasar itu kira2 dit tranport nyablu ganti gak klo di batalin @PSSI
3668,36670,Kepengen foto kayaa anak jaman sekarang di mrt mrt gitu kayanyaa keren.
3669,36680,"@elisa_jkt makin nambah rute mrt, lrt, busway 
makin nambah biaya subsidi"
3670,36690,"Experience saya menggunakan MRT,cukup baik,memudahkan karena ga perlu macet-macetan https://t.co/npNZ1fwuJj"
3671,36700,"kalau nk bagi tempat duduk untok org tua dalam mrt biar ikhlas, jangan da bagi abeh nk kpkb kat twitter ckp drg bole queue lama lama psl $54 phone but cant stand in the mrt or wtv shit."
3672,36710,"RT @numbahEleyven: @izzadj_ everytime kedai makan , mrt , jalan².... Pastu kekek https://t.co/XLBbzvoupX"
3673,36720,RT @basuki_btp: Hari ini baru berkesempatan mencoba MRT Jakarta. Selengkapnya akan hadir di channel Vlog saya https://t.co/7BjTfOcoVK
3674,36730,Masih ada aja yah yang gelantungan di MRT
3675,36740,"#SahabatGIIAS, sekarang pergi ke #GIIAS2019 semakin mudah dan nyaman dengan MRT!
Tinggal naik MRT ke Stasiun Lebak Bulus, lalubnaik shuttle bus gratis #GIIAS2019 ke ICE BSD City dari Transmart Carrefour Lebak Bulus.
See you at #GIIAS2019, 18-28 July! https://t.co/Ec5w9miVn1"
3676,36750,"Selain MRT, Jakarta juga kedatangan transportasi rel lain: LRT. LRT atau kereta ringan sudah dijelaskan pada post sebelumnya tentang transportasi umum.

Sebenarnya LRT Jakarta direncanakan beroperasi saat Asian… https://t.co/EdekSjiAOn"
3677,36760,@Eiq_a Tidur lambat yang awak assume? Yang saya pergi kerje naik MRT kene bangun awal awak taknak assume pulak? Em
3678,36770,RT @soniaJKT48: aku foto dengan mrt😘 https://t.co/IiBYwr8ogN
3679,36780,"Subway kapan ada di Indonesia? MRT aja udah ada, masak Subway belum ada jg. 😜 https://t.co/UAPNh5fyn1"
3680,36790,"@izzadj_ everytime kedai makan , mrt , jalan².... Pastu kekek https://t.co/XLBbzvoupX"
3681,36800,"@askmenfess gue taun 2016 ke SG udh makan+oleh oleh+tiket mrt+hotel+tiket masuk uss+tiket garden by the bay cuman 3jta lebih 50rb, tipsnya sering cek traveloka atau ada promo tiket d web pesawatnya lsg kyk airasia atau jetstar, tiket wisata jg mending beli di traveloka aja suka ada potongan"
3682,36810,Jakcard bisa buat MRT ga sih?
3683,36820,"Jadi inget masalah gak dikasih tempat sampah di MRT. Yup, begitu, yg bukan pendukung mah pokoknya nyinyir aja. Coba kalo yg bikin aturan itu junjungannya, dipuji-puji sundul langit ketujuh sampe sidratul muntaha."
3684,36830,"RT @davidridwanbetz: Masalah yg sedang kita hadapi saat ini adalah persoalan yg sangat Vital daripada jalan TOL atau MRT , yaitu perut Raky…"
3685,36840,I'm sorry if i offended you but dia nak pergi consert tapi rakyat malaysia ni terlampau ramai sangat bawa kereta and benda ni tak akan jadi kalau rakyat ramai yang naik public transport like mrt or anything https://t.co/v7yVbmetMw
3686,36850,"@tutor_otodidak Ayo... Waktunya move on naik MRT, TJ, LRT, MikroTrans, MetroTrans, Jalan kaki, biar polusi udara berkurang sebagaimana move on dari pahitnya junjungan kalah pilkada DKI 2017. 💪👍"
3687,36860,"I'm at MRT Huai Khwang - @bem_mrt in Huai Khwang, Bangkok https://t.co/L3lEdA3GpC"
3688,36870,merdeka mrt
3689,36880,VO di MRT: Lebak Bulus Graaab Station. Lebak Bulus Graaaab Station.
3690,36890,"Pak Sultan, kapan ono MRT seko YIA tekan kota? 🌚"
3691,36900,RT @aarievo: Beli coffee beer dari Ratangga coffee shop yg dekat MRT Blok A bwt dibawa pulang. Kata org ratangganya dinikmati dingin dg es…
3692,36910,"Masalah yg sedang kita hadapi saat ini adalah persoalan yg sangat Vital daripada jalan TOL atau MRT , yaitu perut Rakyat dan ' ideologi kebangsaan ' percayalah kedua persoalan Vital ini akan menjadi pemicu baru kesejumlah masalah yg lainnya ?"
3693,36920,"Tujuan kamu beli balenciaga, fila, dan kawan2nya untuk apa?

untuk dipake keliling jakarta naek MRT"
3694,36930,"Semoga cepet sampek Lebak Bulus station 😃 
-
/
-
/
-
/
Hati-hati , illuminati . Segitiga pegangannya MRT. Kaum Dajjal kamutuuuuuh 😂! https://t.co/JeQXrHY6VH"
3695,36940,"Standby (@ RapidKL Bandar Utama (SBK10) MRT Station - @myrapidkl in Kuala Lumpur, Federal Territory of Kuala Lum) https://t.co/Gxn0UJAprj"
3696,36950,Should I make SVT As Penumpang MRT ABANG JEONGHAN PASTI PENUMPANG YANG BAWA OTOPED DI GERBONG 3 BIAR BISA MELUNCUR DI JALANAN SUDIRMAN DENGAN RAMBUT BLONDE SEMPURNA BERKIBAR KIBAR https://t.co/ELYAbUr3UL
3697,36960,"so far total tiket pesawat + hotel + uss + river safari = 2,5jt.

sisanya buat makan dan beli kartu MRT.

kartu MRT waktu itu kepake sekitar 30 dollar alias digenapin 300ribuan."
3698,36970,"RT @theriaria: Basically, this whole SG54 Huawei promotion was an eye-opener for me like waaa part phone murah, boleh pulak tunggu for hour…"
3699,36980,@sharkkiller_ Sabo dlm mrt ni
3700,36990,"[NEW]
Untuk penempatan di
√ MRT Haji Nawi
√ Mall Artha Gading
√ Cilandak Town Square
.
.
.
#lokerjakartautara #lokerjakartaselatan https://t.co/a81AXiVHNi"
3701,37000,@aulialyssa membayangkan ul pas kita naik mrt kemaren kayak gini wkwkw
3702,37010,"Ya bgini dah dlmnya #mrt,
So far so smooth.. (review gw yg norak baru naek!)
Everyone in here seems very chic, lol. https://t.co/0xfgdbKa6G"
3703,37020,"Iya sih MRT lbh bersih&amp;keren..
Cm ni isinya rame orang kya pada tamasya, lucu aja
Mang sih mehong dikit 14rb ktanya.
Tp brangkatnya on-time!"
3704,37030,Janji nak jumpa 2.30 dekat Pasar Seni tapi macam biasa lah. 2.20 baru naik MRT. Hahahahahahahahaha https://t.co/6LQatcpkZm
3705,37040,"@askmenfess Langsung ke mrt nya aja atau check di ig mrt,karna biaya nya beda2 tergantung mau turun dmn"
3706,37050,@rmol_id Sudah ditinggal sejak ketemu Jokowi di MRT
3707,37060,Pegangan mrt https://t.co/WllUX2VUjJ
3708,37070,[askmf] tarif pengguna baru MRT buat PP kira2 brp ya? Makasih
3709,37080,Kereta Cicalengka - Bandung juga pake tiket tap in dong kek mrt atau krl biar ga ribet tinggal isi saldo doang.
3710,37090,"@elisa_jkt Apalagi klu LRT mrt bisa sampai kota-cibubur, luar biasa sih, fix mobil kandangin"
3711,37100,"Gegara telat mau naek Kereta commuter, akhirnya nyoba naek MRT bawah tanah!
Tkadang hal yg penasaran utk dicoba mesti dilakukan pas kepepet!"
3712,37110,knp orang foto di mrt bagus22 gw gaaak dah. BEDA. W GA PHOTOGENIC TUH JAWABANNYA HUAH ☹️
3713,37120,RT @mrtjakarta: Mau ke @GIIAS_ID ? sekarang tersedia shuttle bus gratis di Transmart Carrefour Lebak Bulus. Bagi penumpang MRT cukup turun…
3714,37130,"@grumpyybunnyy Aduh kenapa awal2 lagi nak train dia? Kalau awal2 ni orang start slow2 dengan monorail dulu, then lrt, then mrt, then baru boleh train"
3715,37140,"Muterin mol yg sempet sepi tp skr rame lagi krn MRT..

Maksi lanjut movie date with abege..
DuaGarisBiru..

Mamak gak usah banyak ngoceh buat ngasih teori.."
3716,37150,@frenR25 @TaufikTope @aniesbaswedan LRT MRT tuh jaman siapa yah ?
3717,37160,I'm at RapidKL Muzium Negara (SBK15) MRT Station - @myrapidkl in 吉隆坡 https://t.co/u47frbh8BN
3718,37170,"Baru ngeh, suasana peron MRT pas weekend lebih mirip antrian wahana Dufan."
3719,37180,"I'm at MRT Sam Yan - @bem_mrt in Pathum Wan, Bangkok https://t.co/idRwXqauBy"
3720,37190,"I'm at MRT Phetchaburi - @bem_mrt in Ratchathewi, Bangkok https://t.co/PmJHILkceB"
3721,37200,RT @gundalaofficial: Hari ini juga Gundala menaiki MRT loh teman-teman. Wah seru juga yaaaah #GundalaDiMRT hari ini! https://t.co/jndDAaLJf6
3722,37210,apa yang sendu sangat mrt ni mana semua orang
3723,37220,i nak gi makan sushi naik mrt harini sebab malas nak drive skdksksk bosanla drive hari hari
3724,37230,Hari Minggu banyak ibu ibu sosialita naik MRT sambil berswafoto ria...
3725,37240,RT @fachstfu: its mafakin annoying bila hidung leaking dalam mrt macam bodo sia rasa
3726,37250,Akhirnya kesampean nyobain MRT 😂😂 https://t.co/2QEh4AVyG5
3727,37260,its mafakin annoying bila hidung leaking dalam mrt macam bodo sia rasa
3728,37270,"So kalau Naik mrt dengan pasangan berlainan jantina memang kena pegang tangan, peha sampai sampai station ehhh. Hahahaha bodoee"
3729,37280,RT @aarievo: Cobain es kopi ratangga di Ratangga coffee shop. Letaknya di dekat pintu keluar MRT Blok A @drhaltekehalte . Es kopinya enak d…
3730,37290,"btw akhirnya nemu halte busway sm stasiun mrt terdekat dr sency, tinggal jalan kaki xD"
3731,37300,"@InaTanpaBuzzer @DKIJakarta @elisa_jkt Halo Bpk Muhammad, benar ya untuk e-money dapat digunakan untuk tol, transjakarta, commuter line, mrt. Tks~Gita"
3732,37310,"mrt pada akhir pekan adalah wisata bagi keluarga, so happy:)"
3733,37320,"RT @roon3651: @hajibotol @TaufikTope @aniesbaswedan hahaha,, tenang wak azi anis masih dlm mrt, ntr klo dah stop di stasiun bru kita azak t…"
3734,37330,"Cast ‘Gundala’ Bikin Heboh di MRT Dukuh Atas,  Langsung Diajak Selfie Banyak Orang https://t.co/pTxql7tiiV #Anime #Manga #Followme"
3735,37340,"@hajibotol @TaufikTope @aniesbaswedan hahaha,, tenang wak azi anis masih dlm mrt, ntr klo dah stop di stasiun bru kita azak turun,,,"
3736,37350,@inggridtn Naik mrt kak
3737,37360,"Duo abege naik MRT..
😋😋 https://t.co/rXrIklXEBY"
3738,37370,"@DKIJakarta @elisa_jkt ci elisa, mau tanya kartu e money bisa buat tol, transjakarta, commuter line, mrt, bener gak y? @mandiricare"
3739,37380,Inilah tengah boring duduk dalam MRT. Jauh sangat stesyen Sg Buloh ke Kajang yepun. https://t.co/WLJqkntvY9
3740,37390,"Tinggal naik MRT ke Stasiun Lebak Bulus, lalu naik shuttle bus gratis #GIIAS2019 ke ICE BSD City dari Transmart Carrefour Lebak Bulus. https://t.co/q3RwtjytmU"
3741,37400,@agnestiadn MRT dong..
3742,37410,"@Cindvia_JKT48 Hey puy , dah g nangis"" lagi kan ? Hhe
 Me too puy ... 
Puy , semoga kita masi di kasi kesempatan ketemu ya .. 
Kali aja gtu papasan di ind*mrt atau di warung padang saiko kayo ,
Selamat menulis cerita"" baru ipuy"
3743,37420,@unicornmnfs ga km doang kok. ak jg gt. apalagi stay di lapangan banteng / keliling daerah blok m / naik mrt bareng foto foto bareng buat feed ig. sama makan lesehan nasi uduk  nikmat bgt :( ya tp kalo t nya ngajak yg romanc + car / yg berkelas ya ak ganolak jg WKWKW
3744,37430,"I'm at MRT Queen Sirikit National Convention Centre - @bem_mrt in Khlong Toei, Bangkok https://t.co/xSMOFgWttQ"
3745,37440,2) Siapa yang memfasilitasi pertemuan @megawati dan @prabowo selang seminggu setelah pertemuan MRT dengan Jokowi?
3746,37450,"1). Siapa yang memfasilitasi pertemuan di stasiun MRT Lebak bulus  antara @jokowi dan @prabowo,  yang  berakhir makan sate senayan?"
3747,37460,Lanjut naik MRT wkwkkw senang sekali ✨ https://t.co/N0izK0Zc2F
3748,37470,Done kacau makcik2 buat tiktok dekat MRT station 🌚
3749,37480,Nanti ada MRT halal dan haram juga https://t.co/4YmsS8kcrZ
